DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Alta Verapaz,San Cristóbal Verapaz,Abril,2021.0,15.0,Enero,Alta Verapaz,San Cristóbal Verapaz,29.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Jalapa,Jalapa,Enero,2022.0,25.0,Octubre,Jalapa,San Carlos Alzatate,40.0,Ignorado,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,Personal de los servicios de protección,No especificado en otro grupo
Santa Rosa,Cuilapa,Julio,2021.0,27.0,Mayo,Santa Rosa,Pueblo Nuevo Viñas,51.0,Ignorado,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,Personal de los servicios de protección,Ignorado
Guatemala,Guatemala,Enero,2022.0,17.0,Noviembre,Guatemala,Guatemala,30.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2021.0,21.0,Septiembre,Guatemala,Guatemala,30.0,31.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Básico,Ninguno,Personal de los servicios de protección,No especificado en otro grupo
Suchitepéquez,San Pablo Jocopilas,Octubre,2021.0,15.0,Junio,Guatemala,Guatemala,28.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Personal de los servicios de protección,Trabajadores de los servicios personales
Izabal,Puerto Barrios,Mayo,2021.0,4.0,Marzo,Izabal,Puerto Barrios,32.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Personal de los servicios de protección,No especificado en otro grupo
Santa Rosa,Cuilapa,Noviembre,2021.0,30.0,Septiembre,Santa Rosa,Barberena,32.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Suchitepéquez,Chicacao,Noviembre,2021.0,15.0,Noviembre,Suchitepéquez,Mazatenango,57.0,53.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,Empleados contables y encargados del registro de materiales
Suchitepéquez,Santo Tomás la Unión,Septiembre,2021.0,2.0,Marzo,Suchitepéquez,Santo Tomás la Unión,28.0,25.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Jutiapa,Jutiapa,Septiembre,2021.0,25.0,Junio,Jutiapa,Jutiapa,28.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,Empleados contables y encargados del registro de materiales
Guatemala,Villa Canales,Febrero,2022.0,27.0,Julio,Guatemala,Villa Canales,38.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Retalhuleu,Retalhuleu,Septiembre,2021.0,22.0,Junio,Retalhuleu,Retalhuleu,33.0,45.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Universitario,Personal de los servicios de protección,Profesionales de la enseñanza
Guatemala,Guatemala,Enero,2022.0,2.0,Noviembre,Guatemala,Guatemala,39.0,34.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Personal de los servicios de protección,No especificado en otro grupo
Retalhuleu,Retalhuleu,Noviembre,2021.0,21.0,Octubre,Retalhuleu,Retalhuleu,33.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Personal de los servicios de protección,No especificado en otro grupo
Retalhuleu,San Felipe,Enero,2022.0,16.0,Diciembre,Retalhuleu,Retalhuleu,32.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Retalhuleu,San Felipe,Julio,2021.0,21.0,Julio,Retalhuleu,Retalhuleu,41.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Vendedores
Retalhuleu,Retalhuleu,Octubre,2021.0,7.0,Septiembre,Suchitepéquez,Cuyotenango,29.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Escuintla,Escuintla,Noviembre,2021.0,16.0,Junio,Escuintla,Escuintla,60.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Operadores de instalaciones fijas y máquinas
Guatemala,Guatemala,Noviembre,2021.0,9.0,Noviembre,Petén,Poptún,27.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Petén,Poptún,Mayo,2021.0,15.0,Marzo,Petén,Poptún,30.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Profesionales de la enseñanza
Guatemala,Guatemala,Enero,2022.0,25.0,Octubre,Guatemala,Chinautla,35.0,33.0,Ignorado,Ladino / Mestizo,Estados Unidos de América,Guatemala,Diversificado,Básico,Personal de los servicios de protección,Vendedores
Izabal,Puerto Barrios,Diciembre,2021.0,29.0,Noviembre,Jutiapa,Jutiapa,39.0,29.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Personal de los servicios de protección,Personal de los servicios de protección
San Marcos,Malacatán,Mayo,2021.0,24.0,Febrero,San Marcos,Malacatán,35.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Profesionales de la enseñanza
Guatemala,Amatitlán,Julio,2021.0,9.0,Julio,Chimaltenango,El Tejar,37.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Empleados en trato directo con el público
Guatemala,Chinautla,Marzo,2021.0,22.0,Febrero,Guatemala,Guatemala,30.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Sololá,Nahualá,Enero,2022.0,17.0,Septiembre,Sololá,Nahualá,29.0,30.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Profesionales de la enseñanza
Jutiapa,Jutiapa,Agosto,2021.0,12.0,Agosto,Jutiapa,Jutiapa,37.0,29.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2022.0,28.0,Septiembre,Sacatepéquez,Jocotenango,33.0,32.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Personal de los servicios de protección,Profesionales de nivel medio de la salud
Retalhuleu,Retalhuleu,Mayo,2021.0,14.0,Abril,Retalhuleu,Retalhuleu,34.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Personal de los servicios de protección,No especificado en otro grupo
Jutiapa,Jutiapa,Junio,2021.0,19.0,Mayo,Jutiapa,Jutiapa,29.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Personal de los servicios de protección,No especificado en otro grupo
El Progreso,Guastatoya,Julio,2021.0,22.0,Junio,Baja Verapaz,Salamá,32.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Personal de los servicios de protección,No especificado en otro grupo
Retalhuleu,Retalhuleu,Febrero,2021.0,11.0,Febrero,Retalhuleu,Santa Cruz Muluá,27.0,27.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Profesionales de la enseñanza
Jutiapa,Jutiapa,Diciembre,2021.0,9.0,Diciembre,Jutiapa,Jutiapa,45.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,Profesionales de la enseñanza
El Progreso,Guastatoya,Julio,2021.0,10.0,Junio,El Progreso,El Jícaro,27.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Retalhuleu,Nuevo San Carlos,Noviembre,2021.0,23.0,Septiembre,Retalhuleu,Retalhuleu,31.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,Guatemala,Julio,2021.0,5.0,Abril,Guatemala,Villa Nueva,34.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Personal de los servicios de protección,Ignorado
Retalhuleu,Retalhuleu,Enero,2022.0,16.0,Diciembre,Retalhuleu,San Sebastián,30.0,47.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Personal de los servicios de protección,No especificado en otro grupo
San Marcos,Pajapita,Abril,2021.0,16.0,Febrero,Alta Verapaz,San Pedro Carchá,39.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Personal de los servicios de protección,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Escuintla,Masagua,Enero,2022.0,4.0,Agosto,Escuintla,Masagua,30.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Personal de los servicios de protección,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Quiché,Santa Cruz del Quiché,Diciembre,2021.0,16.0,Agosto,Quiché,Santa Cruz del Quiché,24.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Personal de los servicios de protección,Trabajadores de los servicios personales
Zacapa,Zacapa,Noviembre,2021.0,30.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Personal de los servicios de protección,No especificado en otro grupo
Petén,Flores,Julio,2021.0,19.0,Mayo,Guatemala,Guatemala,32.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2021.0,26.0,Abril,Guatemala,Guatemala,48.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Personal de los servicios de protección,No especificado en otro grupo
Quetzaltenango,Coatepeque,Agosto,2021.0,6.0,Julio,Quetzaltenango,Coatepeque,47.0,Ignorado,Ladino / Mestizo,Ignorado,Guatemala,Honduras,Diversificado,Ninguno,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,Villa Nueva,Octubre,2021.0,30.0,Septiembre,Guatemala,Villa Nueva,53.0,48.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Personal de los servicios de protección,No especificado en otro grupo
Guatemala,San Raymundo,Mayo,2021.0,12.0,Mayo,Zacapa,Zacapa,55.0,28.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de la enseñanza
Petén,Poptún,Septiembre,2021.0,30.0,Agosto,Guatemala,Guatemala,42.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jutiapa,El Progreso,Septiembre,2021.0,5.0,Agosto,Jutiapa,El Progreso,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Oficinistas
Escuintla,Escuintla,Marzo,2021.0,12.0,Febrero,Escuintla,Escuintla,19.0,22.0,Ignorado,Ignorado,Guatemala,Guatemala,Básico,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Ayudantes de preparación de alimentos
Chiquimula,Concepción Las Minas,Noviembre,2021.0,30.0,Septiembre,Guatemala,Guatemala,47.0,49.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2021.0,18.0,Febrero,Izabal,Morales,46.0,39.0,Otro,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Limpiadores y asistentes
Chiquimula,Ipala,Julio,2021.0,1.0,Julio,Chiquimula,Ipala,47.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Suchitepéquez,Mazatenango,Noviembre,2021.0,28.0,Septiembre,Suchitepéquez,Mazatenango,30.0,26.0,Maya,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jalapa,Jalapa,Marzo,2022.0,1.0,Diciembre,Jutiapa,Quesada,52.0,43.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Villa Nueva,Noviembre,2021.0,28.0,Octubre,Guatemala,San José del Golfo,32.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Universitario,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de la enseñanza
Jalapa,Jalapa,Abril,2021.0,1.0,Marzo,San Marcos,Ocós,28.0,20.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Chiquimula,Chiquimula,Enero,2022.0,24.0,Mayo,Chiquimula,Chiquimula,35.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Enero,2022.0,15.0,Diciembre,Guatemala,Guatemala,54.0,51.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Chiquimula,Quetzaltepeque,Diciembre,2021.0,25.0,Octubre,Chiquimula,Esquipulas,35.0,34.0,Garífuna,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Escuintla,Escuintla,Mayo,2021.0,27.0,Abril,Guatemala,Villa Nueva,36.0,35.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Chimaltenango,San Martín Jilotepeque,Julio,2021.0,2.0,Julio,Chimaltenango,Chimaltenango,32.0,36.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Zacapa,Gualán,Noviembre,2021.0,17.0,Septiembre,Chiquimula,Esquipulas,23.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de nivel medio en operaciones financieras y administrativas
Santa Rosa,Cuilapa,Diciembre,2021.0,25.0,Noviembre,Santa Rosa,Taxisco,25.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Oficinistas
Santa Rosa,Cuilapa,Julio,2021.0,3.0,Junio,Santa Rosa,Cuilapa,35.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Abril,2022.0,22.0,Octubre,Baja Verapaz,El Chol,41.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Universitario,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de la enseñanza
Jalapa,Jalapa,Marzo,2021.0,25.0,Febrero,Jutiapa,Agua Blanca,37.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Abril,2021.0,15.0,Marzo,Petén,Santa Ana,47.0,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
El Progreso,Guastatoya,Diciembre,2021.0,24.0,Septiembre,El Progreso,Guastatoya,43.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jalapa,Jalapa,Mayo,2021.0,11.0,Mayo,Jalapa,Monjas,22.0,20.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Chiquimula,Esquipulas,Agosto,2021.0,16.0,Febrero,Chiquimula,Quetzaltepeque,38.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Empleados contables y encargados del registro de materiales
Chiquimula,Esquipulas,Julio,2021.0,22.0,Junio,Jalapa,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de nivel medio en operaciones financieras y administrativas
Guatemala,Guatemala,Julio,2021.0,8.0,Febrero,Guatemala,Guatemala,28.0,25.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Zacapa,Zacapa,Octubre,2021.0,24.0,Junio,Zacapa,Zacapa,30.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Escuintla,San José,Febrero,2022.0,5.0,Abril,Escuintla,San José,26.0,20.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Primaria,Diversificado,"Trabajadores forestales calificados, pescadores y cazadores",No especificado en otro grupo
Izabal,Morales,Noviembre,2021.0,10.0,Junio,Izabal,Livingston,35.0,35.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Básico,Diversificado,"Trabajadores forestales calificados, pescadores y cazadores",Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2021.0,17.0,Noviembre,Guatemala,San José Pinula,38.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Mixco,Julio,2021.0,23.0,Abril,Guatemala,Mixco,47.0,50.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2021.0,18.0,Agosto,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Zacapa,Zacapa,Mayo,2022.0,24.0,Noviembre,Chiquimula,Concepción Las Minas,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,San Raymundo,Enero,2022.0,30.0,Diciembre,Guatemala,Chinautla,42.0,50.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Zacapa,Zacapa,Diciembre,2021.0,10.0,Noviembre,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Escuintla,Nueva Concepción,Octubre,2021.0,7.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Villa Nueva,Enero,2022.0,9.0,Diciembre,Guatemala,Villa Nueva,32.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2022.0,21.0,Septiembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Izabal,Puerto Barrios,Marzo,2022.0,11.0,Junio,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,Ignorado
Izabal,Puerto Barrios,Marzo,2021.0,18.0,Febrero,Izabal,Puerto Barrios,62.0,58.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Santa Rosa,Cuilapa,Junio,2021.0,20.0,Mayo,Santa Rosa,Santa Rosa de Lima,42.0,29.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ninguno,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Jutiapa,Asunción Mita,Junio,2021.0,1.0,Marzo,Jutiapa,Asunción Mita,35.0,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Izabal,Los Amates,Octubre,2021.0,17.0,Septiembre,Izabal,Morales,56.0,53.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Escuintla,Siquinalá,Abril,2021.0,8.0,Marzo,Escuintla,Santa Lucía Cotzumalguapa,37.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Básico,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Jalapa,Jalapa,Enero,2022.0,2.0,Noviembre,Jalapa,Jalapa,31.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Diversificado,Oficiales y operarios de la construcción excluyendo electricistas,Profesionales de la enseñanza
Totonicapán,Totonicapán,Marzo,2021.0,17.0,Febrero,Totonicapán,Totonicapán,33.0,33.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ignorado,Oficiales y operarios de la construcción excluyendo electricistas,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines"
Guatemala,Guatemala,Febrero,2022.0,27.0,Abril,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Octubre,2021.0,28.0,Junio,Suchitepéquez,Cuyotenango,47.0,50.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Quiché,Zacualpa,Octubre,2021.0,23.0,Julio,Quiché,Zacualpa,42.0,54.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Básico,Oficiales y operarios de la construcción excluyendo electricistas,Profesionales de nivel medio de la salud
Sololá,Sololá,Marzo,2021.0,11.0,Enero,Sololá,Sololá,42.0,33.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Ninguno,Básico,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Sacatepéquez,Alotenango,Noviembre,2021.0,28.0,Octubre,Escuintla,Escuintla,34.0,29.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Básico,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Retalhuleu,Retalhuleu,Noviembre,2021.0,28.0,Julio,Retalhuleu,Retalhuleu,52.0,44.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Oficiales y operarios de la construcción excluyendo electricistas,Ignorado
Quetzaltenango,Coatepeque,Abril,2021.0,19.0,Marzo,Quetzaltenango,Colomba,47.0,52.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Abril,2021.0,11.0,Enero,Guatemala,Guatemala,47.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Abril,2021.0,17.0,Marzo,Guatemala,San Raymundo,28.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2021.0,11.0,Agosto,Baja Verapaz,El Chol,55.0,51.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Zacapa,Gualán,Noviembre,2021.0,8.0,Julio,Zacapa,Gualán,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Retalhuleu,Retalhuleu,Octubre,2021.0,23.0,Agosto,Quetzaltenango,Coatepeque,40.0,39.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Quetzaltenango,Salcajá,Septiembre,2021.0,16.0,Septiembre,Quetzaltenango,Salcajá,39.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,Artesanos y operarios de las artes gráficas
